,MAL_ID,Name,Score,Genres,sypnopsis,Japanese name,poster_url
10,9095,Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,6.44,"Adventure, Historical","o-week summer vacation has turned out to be a long struggle for survival. “The Story of 15 Boys” is based on ""Deux Ans de Vacances"", a unique masterpiece and the only novel that Jules Verne wrote especially for children. Now this story has been animated through the use of leading-edge techniques. A drifting sailboat carrying 15 boys is overtaken by a storm and cast ashore on a desert island, where the fifteen boys begin their struggle. Their tough days-full of danger, thrills and fear-drive the boys to distress at times, but also shape them into strong independent people. The boys' extraordinary experiences on the island will bring to all young viewers the excitement that they always dream of experiencing themselves. (Source: Official Website)",瞳のなかの少年　十五少年漂流記,https://image.tmdb.org/t/p/w500/gcgOwzSAyO4Aj3Had0OPEYwropp.jpg
11,283,Akage no Anne,7.7,"Slice of Life, Historical, Drama","fe isn't easy for Anne Shirley, an 11-year-old orphan with a vast imagination and a short temper. In a twist of fate, she gets taken into the Cuthbert house in Avonlea. The elderly occupants Marilla and Matthew Cuthbert were looking for a young boy to help in the fields, but they're in for quite a shock when they realize Anne is a girl. Adapted from the acclaimed classic by L. M. Montgomery, Akage no Anne portrays Anne's upbringing from 11 to 17 years of age and her encounters and separations with various people. Only time will tell what major decision Anne has to make that will change her life forever.",赤毛のアン,https://image.tmdb.org/t/p/w500/edCSJgt6txtozr256Y3FjPuLPDk.jpg
12,2053,Capricorn,5.47,"Sci-Fi, Adventure, Comedy, Fantasy, Shounen","In the blink of an eye, high school student Taku Shimamura finds himself transported to the bizarre world of Slaffleaze, where intelligent creatures govern and the ruling class, led by the villainous Zolba, is plotting the invasion of the world they know as Capricorn, the Earth. Joining together with the oppressed Slaffleaze peasants, Taku must find a way to stop Zolba`s dark forces before the way to the unsuspecting Earth is opened. In order to do so, he must first gain the love and trust of the last of the Yappie, the ancestral guardians of Slaffeaze. This is a task that will take more than a little courage and daring, for the last Yappie is not just a cute young female, she`s also a dragon. (Source: ANN)",カプリコン,https://image.tmdb.org/t/p/w500/vX4jO4kvrQzHBpkiLVTAePdWMLs.jpg
13,5289,Beast Wars Second Chou Seimeitai Transformers: Lio Convoy Kiki Ippatsu! Movie,6.11,"Action, Sci-Fi, Adventure","The movie begins with a space battle between the space pirate Seacons and the Cybertron Jointron brothers. Both combine, forming God Neptune and Tripledacus respectively, and being fighting it out. They become heavily engaged in combat, until a mysterious spaceship knocks them both deeper into space. Back at the Cybertron base, one of the Cybertron warriors, Apache, informs the Cybertrons that an object is approaching Planet Gaea. The Destrons have also noticed the spaceship. Galvatron and his brother Gigastorm discuss it and Galvatron decides that the ship is a positive sign, and it will bring good luck.",映画 ビーストウォーズII[セカンド]超生命体トランスフォーマー ライオコンボイ危機一髪!,https://image.tmdb.org/t/p/w500/7V6zsnpwweBlvHillJFjIJtmXxp.jpg
14,30401,Rule,4.97,Dementia,short animation by Taku Furukawa.,ルール,https://image.tmdb.org/t/p/w500/eXhCZerJvw2kXEbXor0DSWd7aa2.jpg
15,16904,K: Missing Kings,7.7,"Action, Super Power, Supernatural","It's been a year since the disappearance of Shiro, the Silver King; Kurou Yatogami and Neko have been diligent in their search, but to no end. Their investigation leads to a run-in with members of the now disbanded Red Clan HOMRA—Rikio Kamamoto and Anna Kushina—being pursued by the Green Clan, who desire Anna's powers for their own ends. Now, the members of Scepter 4 are called upon alongside Kurou and Neko in order to rescue Anna, the mascot, and only female member of the ruined Red Clan, from the enemy's clutches and hopefully find Shiro using the young girl's powers. Amidst crisis, the group is forced into a power struggle when the Green Clan threatens to overtake the Gold King's domain. The second step in the K Project series, K: Missing Kings , continues the story of a young boy caught up in a psychic war between seven kings, and showcases each character's struggles after the losses of their respective Kings.",K MISSING KINGS,https://image.tmdb.org/t/p/w500/qEeNmNcjZvUOOpzr4pNR7TA8x7u.jpg
16,30648,Stitch!: Zutto Saikou no Tomodachi Special,5.8,"Adventure, Comedy, Kids",ce appears to save the day and Stitch decides to help him.,スティッチ！～ずっと最高のトモダチ～,https://image.tmdb.org/t/p/w500/xziSTz6kU6o2xm5hJDfQLLH9Qq2.jpg
17,9213,Kowarekake no Orgel,7.34,"Drama, Music, Sci-Fi, Slice of Life","In 2039, helper androids are widespread as general purpose electronics. Keiichiro lost his family in a traffic accident and retired from his band. One day, he finds an android of an old model in a garbage dump. He takes her home, but after taking her to a repair shop he was told that she couldn't be repaired, so he plans to throw her away. The next day, Keiichiro finds her making breakfast for him. Thus begin the summer days of an android with no memories and a dreamless boy.",こわれかけのオルゴール,https://image.tmdb.org/t/p/w500/P9yVCbpoQTycJpTRvC22iZNzZm.jpg
18,40066,Madoromi no Vevara,6.56,"Magic, Fantasy",Sana suddenly awakes and is transported to a dream world by someone or something? What she experiences will change her life in the real world forever (Source: Official Website),微睡みのヴェヴァラ,https://image.tmdb.org/t/p/w500/pYuhyoRFmm9tnhYM3PT4FwHaADD.jpg
19,34893,Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,6.36,"Drama, Fantasy","The story will center on the adventure of Ancien, a girl that keeps appearing in Kokone's dreams. The story of the dream is one that Kokone's father told her as a mysterious fairy tale when she was little. (Source: ANN)",エンシェンと魔法のタブレット～もうひとつのひるね姫～,https://image.tmdb.org/t/p/w500/41OKN4w9PImCAArtBa3DGLGTquO.jpg
20,31674,Larva 3rd Season,6.14,Comedy,Third season of Larva .,라바,https://image.tmdb.org/t/p/w500/wyXPANZMYYbKh8Ic8qFLqMkolyV.jpg
21,37530,Miyako,6.11,Psychological,"ONOLITH (a.k.a. Kaoru/Brilliance) provides a poetry reading for Miyako , taken from the perspective of a mentally ill woman stalking another woman.",宮子,https://image.tmdb.org/t/p/w500/wGoNxoRlUPAQb3zsU01vRvxl7F3.jpg
22,5238,Chocolate Underground: Bokura no Chocolate Sensou,6.29,"Adventure, Comedy, Kids","The story takes place, ostensibly, in an imaginary modern-day country. The ""Good for You"" political party that rose to power without electoral consent has instituted a ""Chocolate Prohibition Law!"" All food and drink that involves chocolate, along with nearly every other enjoyable treat has been outlawed by the new administration. Enter Huntly and Smudger, two young boys who used to hang around Ms. Bubby's sweets store just to catch a glimpse of the lovely Louise. Since the new law was passed, the store, once a lively place, had become destitute. Louise tips off the boys to a fledgling business involving the distribution of bootlegged chocolate. As they make their way to the secret mine of chocolate ingredients, they come across a mysterious code. After successfully decoding the cipher, the boys enter the illegal dealer's headquarters. Inside, they are pleasantly surprised by the commencement of a Chocolate Party! Hunter and Smudger are blissfully reunited with the taste of chocolate again. But the party is abruptly cut short by the presence of the Chocolate Police. As people flee in all directions the boys' friend Div is captured by the officials! Unforgivable! All he wanted was a bite of chocolate! What is so wrong about that? Huntley, Smudger, and Louise decide to embark on their own chocolate bootlegging venture. With their combined talents, knowledge and passion, will they be able to reclaim the ""Fun and Beautiful"" world they once inhabited?! (Source: Eleven Arts)",チョコレート・アンダーグラウンド～ぼくらのチョコレート戦争～,https://image.tmdb.org/t/p/w500/izHgagHGT5iOCPTWklScPLLFJbT.jpg
23,2826,Oz no Mahoutsukai (1986),6.73,"Adventure, Kids, Fantasy","Based on The Wonderful Wizard of Oz (1900), The Marvelous Land of Oz, Ozma of Oz, and The Emerald City of Oz (1900-1920) by L. Frank Baum (1856-1919). (Source: AniDB)",オズの魔法使い,https://image.tmdb.org/t/p/w500/2diOj0JNk8hyMh5t3lDwQaw3aDt.jpg
24,33686,Cyborg 009: Call of Justice 2,6.43,"Action, Adventure, Mecha, Sci-Fi, Shounen","The story will depict Joe Shimamura and the other cyborgs' struggle with the Bresudo, a group of people who possess superhuman powers and intellect, and have manipulated human history since ancient times. Their goals are unknown, and they cast a dark shadow over the world. Though few people believe in the Bresdo's existence, one American journalist named Lucie Davenport heads to Texas to contact a certain family, and she meets the cyborgs. The cyborgs themselves have been freed from their duty of protecting humanity ever since the establishment of the UN Guardian troops, and they now live quiet lives of peace.",Unknown,https://image.tmdb.org/t/p/w500/l3opwdUuC2oBUktefm42G5EsCBb.jpg
25,16812,77Danui Bimil,5.23,"Action, Drama",oung man is looking for his kidnapped family.,77단의 비밀,https://image.tmdb.org/t/p/w500/xFvyMUqqM8fyCJInVJE9p4qeJOT.jpg
26,7174,Usaru-san,5.99,Kids,The Media Factory mascot character franchise revolves around a male rabbit that transforms into Usaru-san by wearing a monkey costume and eating bananas. The title “Usaru-san” is a portmanteau of “usagi” (rabbit) and “saru” (monkey). (Source: AniDB),うさるさん,https://image.tmdb.org/t/p/w500/y4IK1gQKQ62AM6ssUEyOg6kjXIM.jpg
27,34209,Meiji Tokyo Renka,6.93,"Harem, Historical, Supernatural, Romance, Shoujo","azuki is just your ordinary, everyday high-school girl. That is until one night, when the moon is full and red, she’s transported through time to the Meiji Period by Charlie, a self-proclaimed magician. She ends up in a strange, Meiji-era ‘Tokyo’ where the existence of ghosts is accepted. Led by Charlie, she finally arrives at the Rokumeikan. There, waiting for her to arrive, are the historical figures Ougai Mori, Shunsou Hishida, Otojirou Kawakami, Kyouka Izumi, Gorou Fujita, Yakumo Koizumi, and Tousuke Iwasaki. Whilst interacting with these men, she discovers she is a Tamayori - someone who can see ghosts - a skill that is highly valued in the Meiji Period. Due to these powers, her relationship with the men begins to change… As she gets to know these handsome men in a new era she just can’t get used to, a love begins to grow within her. Will Mei be able to return to her time? What will become of her love - a love that crosses the boundaries of time and space? (Source: Honey's Anime)",明治東亰恋伽,https://image.tmdb.org/t/p/w500/qMhJ3LwRwQMsK35MDPkoqQRwGjM.jpg
28,3898,Mazinger Z tai Devilman,6.13,"Adventure, Demons, Mecha, Sci-Fi, Shounen",The heroes of the series Mazinger Z and Devilman fighting against the evil Demon Clan.,マジンガーＺ対デビルマン,https://image.tmdb.org/t/p/w500/mGBQQ7dUBZ5ko9yg9wUxgQyfpZx.jpg
29,33836,Seiren,6.31,"Romance, School","For high school students like Shouichi Kamita, university entrance exams and the future are common concerns. It is also during this time in life that a mysterious emotion that vexes people of all ages may begin to weigh upon one's mind—love. At this point in his teenage years, Shouichi finds three girls he could see himself having a future with: the ever-cheerful Hikari Tsuneki, who teases Shouichi without mercy, but actually has a softer side; the competitive gamer, Tooru Miyamae, who has difficulty communicating with others; and Shouichi's childhood friend, Kyouko Touno, the sometimes immature shoujo manga enthusiast. Seiren follows Shouichi's relationships with these three girls across three separate arcs, as their feelings grow from mutual interest and blossom into something more beautiful.",セイレン,https://image.tmdb.org/t/p/w500/aCMntXiWIp5BY1qiDDXmA2knxU9.jpg
30,35932,Yume ga Sameru made,7.04,Drama,"One night, university student Souta meets a girl he has never met before. Yuki, who claims to have been saved by Souta in the past, seems to know nothing about outside world, from shopping to holding a fork. There is also something curious about her. She is extremely afraid of getting her skin touched. The curious life of the strange girl changes little by little. There are men who seek to capture Yuki. It is said that Yuki has a power which holds the fate of the world, and they want her to sacrifice herself for the world. What is the power within Yuki? Why does she refuse to be touched? At last, Yuki reveals to Souta her hidden truth.",夢が覚めるまで,https://image.tmdb.org/t/p/w500/1BLAV3JWeWx7TYFGjslgeCT3iAk.jpg
31,38664,Final Fantasy XV: Episode Ardyn - Prologue,6.6,Action,"In an age when gods walk alongside mankind, the world of Eos finds itself falling into darkness. Calamity befalls the human race when malevolent creatures known as ""daemons"" scourge the land and obliterate armies with seemingly unstoppable brute force. In these dire times, nobles of House Caelum rise to prominence. Owing to their god-given healing powers, which allow them to purge the plague spread by the monsters, they earn the people's trust and allegiance. With no leader to rule the first human kingdom and guide the masses, the gods fervently seek to fill this vacancy—a man of the Caelum bloodline seems to be a desirable choice. The ambitious and charismatic pragmatist, Somnus Lucis Caelum, is pit against his humble and altruistic brother, Ardyn Lucis Caelum, in competition for the throne. As tensions rise between the rivals and anticipations surge, the fate of the world rests upon one of the two's decisive victory.",FINAL FANTASY XV EPISODE ARDYN - PROLOGUE,https://image.tmdb.org/t/p/w500/2zsn9GC7Mzq9AU0nMvZQI495Ei1.jpg
32,1613,Jikuu Ihoujin Kyoko: Chocola ni Omakase!,5.5,"Fantasy, Comedy","Preparing a party for her anniversary with the King, when he failed to show up Chocola decided to run away from the castle.",時空異邦人KYOKO ちょこらにおまかせ！,https://image.tmdb.org/t/p/w500/zuCpLvfJU9ULL3LYALucnRpAwhS.jpg
33,338,Versailles no Bara,8.33,"Military, Historical, Drama, Romance, Shoujo","In 1755, Marie Antoinette is born in the royal family of Austria and raised in luxury. However, the fate of the future queen of France is set in stone—at the young age of 15, she has to leave her family and marry the crown prince of France. At the same time in France, a girl is born in the family of the Commander of the Royal Guards. Upset at not having a male heir, her father decides to raise her as a man and names the girl Oscar. Oscar is trained from a young age to become the leader of the Royal Guards, but she is yet to discern that the will of the queen sometimes does not equal the good of the people. Based on the critically acclaimed manga by Riyoko Ikeda, Rose of Versailles depicts the fateful meeting of Marie Antoinette and Oscar, which is bound to influence history and change the life of the people facing the French Revolution as the clock ticks toward the end of the French royalty.",ベルサイユのばら,https://image.tmdb.org/t/p/w500/en3UMfNokIoEtj1SduuwHq0hky6.jpg
34,2881,Chinmoku no Kantai,6.32,"Action, Military, Drama, Seinen","During the cold war, the Japan Maritime Self-Defense Force jointly developed a nuclear submarine with the United States Navy. On its maiden voyage, the captain of the submarine declares the submarine to be an independent state, ""Yamato.""",沈黙の艦隊,https://image.tmdb.org/t/p/w500/vTp1TGS6SlCLiV0T2GfXCrsZq11.jpg
35,6667,Love to Live By,5.6,Music,m-flo Loves Chara's animated music video for the song Love to Live By.,m-flo♥Chara / Love to Live By,https://image.tmdb.org/t/p/w500/vyduWrJmYZ8XFiEMdzp7sXPQ7T7.jpg
36,42981,Idolls!,4.78,Music,The anime's production will use motion capture technology to capture the movements of the voice cast while simultaneously producing voice recordings. (Source: ANN),アイドールズ!,https://image.tmdb.org/t/p/w500/4CVYNzGwTMgOKxycg2LQO9slwfH.jpg
37,15911,Yuyushiki,7.38,"Slice of Life, Comedy, School, Seinen","The story follows the school life of the three girls, Yuzuko, Yukari, and Yui, who join their high school's Data Processing Club. The odd friendship between the three make for wacky humor in even the most mundane of events.",ゆゆ式,https://image.tmdb.org/t/p/w500/3KtgMS8WurQuTz31iXJ9IvFVemZ.jpg
38,4596,Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,7.62,"Action, Military, Super Power, Mecha, School",OVA summarizing all 25 episodes of season 1 from Lelouch's viewpoint.,コードギアス 反逆のルルーシュ SPECIAL EDITION BLACK REBELLION,https://image.tmdb.org/t/p/w500/dmS3HAYx79YXoj2pUDgKT4QbUKJ.jpg
39,437,Perfect Blue,8.48,"Dementia, Drama, Horror, Psychological","J-pop idol group CHAM! has spent the last two years entertaining its fans. Sadly, all good things must come to an end, and CHAM! must see one of its members, Mima Kirigoe, leave the group to pursue her acting career. While Mima's choice is met with a mixed response, she hopes her fans will continue to support her. However, Mima's life begins to change drastically after her departure from the group. Wanting to shed her pop-idol image, she takes on a role in a crime drama series, and her career as an actress gradually becomes more demanding and taxing for both Mima and her manager, Rumi Hidaka. To add to Mima's growing unease, an obsessed fan who is incapable of accepting that Mima has quit being an innocent idol, begins stalking her; a new anonymous website begins to impersonate her life with intricate detail; and CHAM! also appears to be doing better without her. One by one, each disturbing development drives Mima to become increasingly unhinged and unable to distinguish reality from fantasy.",パーフェクトブルー,https://image.tmdb.org/t/p/w500/yhGqUofMgwiP62fraHwxyEcBvE3.jpg
40,7597,"Boku, Otaryman.",6.16,"Comedy, Seinen, Slice of Life","Boku, Otary-man (otaku + salaryman) is a autobiographical manga of the author Yoshitani, who is also working as a system engineer. It's about a slice of life of an office worker, who is a little bit otaku.",ぼく、オタリーマン。,https://image.tmdb.org/t/p/w500/ncDTgOmdxWUgK02VGf6umgaCiQx.jpg
41,18109,Glass no Kamen Desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,5.58,"Comedy, Parody",New Glass no Kamen movie.,ガラスの仮面ですが THE MOVIE 女スパイの恋! 紫のバラは危険な香り!?,https://image.tmdb.org/t/p/w500/l9b5OmELt9vFD6qhReC1nEeI3YG.jpg
42,33392,Gakuen Handsome,6.62,"Comedy, Parody, School, Shounen Ai","High school student Yoshiki Maeda is starting a new year in the all-boys Baraman High School. On the first day, Yoshiki reconnects with his childhood friend, Takuya Saotome, and meets his odd and dramatic homeroom teacher, Teruhiko Saionji. Yoshiki’s younger sister, Yuu, is aware of many of these handsome boys and seems to take pleasure in teasing her big brother about them. Yoshiki soon discovers a number of stereotypical romance characters and has no choice but to deal with their outright ludicrous and nonsensical boys' love antics.",学園ハンサム,https://image.tmdb.org/t/p/w500/dLy4TRUeYfcmblZwmkQBvd2szkd.jpg
43,6275,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,6.7,"Adventure, Fantasy, Kids","In a world where Pokémon live and communicate with each other, there are mythical treasures known as the Time Gears that regulate the flow of time in their respective areas. If one is removed from its resting place, time will freeze in that area, so even evil Pokémon do not dare to steal them. But recently, anomalies in time have been appearing throughout the land, causing the appearance of Mystery Dungeons and violent Pokémon. Pokémon exploration teams have been formed to explore these Mystery Dungeons, arrest the violent Pokémon, and help maintain the peace. It turns out that the anomalies in time have not been caused by the recent disappearance of the Time Gears, but by Temporal Tower slowly falling apart and Dialga corrupting into Dark Dialga. The newly infamous thief Juptile had stolen the Time Gears in order to take them to Temporal Tower and stop its deterioration. The Pokémon exploration team Team Pokédans—which consists of Hikozaru and a once-human Pochama—must team up with Juptile to go to the Phantom Land where Temporal Tower is located. If the trio fails, Temporal Tower will completely collapse, leaving the whole world frozen in time forever...",ポケモン不思議のダンジョン 空の探検隊～時と闇をめぐる最後の冒険～,https://image.tmdb.org/t/p/w500/2s8KAgJQoCcjeUlEYfpXujCz5bM.jpg
44,40002,Shapeshifter,5.49,"Dementia, Music","Space Shower TV Station ID directed by Takashi Ohashi, with music by Tomggg.",Shapeshifter,https://image.tmdb.org/t/p/w500/sxWw81yhiF9LuMixn5E4mj13mKD.jpg
45,33814,Ao Oni The Animation,5.14,"Comedy, Horror","In most ordinary high schools, many stories and rumors float around—some scandalous, some happy and some...more macabre. One such example is of monsters lurking in an abandoned mansion outside of town. Such tales, however, prove too tempting to resist for Hiroshi and his friends Mika, Takeshi, and Takurou. They decide to brave the rumored dangers in order to investigate the manor and complete a test of courage. Each of them approaches the mansion with an overwhelming sense of dread. And when they enter, they come upon a blue monster named Ao Oni who attacks them. As Hiroshi and his friends try to solve the various puzzles in the mansion and escape their new blue nemesis, they find themselves meeting several horrible endings as they fail miserably.",あおおに ～じ・あにめぇしょん～,https://image.tmdb.org/t/p/w500/zsxRVzb6u72LWSrlv4aoyQmbAg4.jpg
46,1472,City Hunter 3,7.82,"Action, Comedy, Mystery, Shounen","o Saeba is a ""sweeper"" know as the City Hunter. He and his sidekick Kaori Makimura are hired to solve problems that the police can't (or won't) handle. When he's not keeping the streets of Tokyo clean, Ryo is chasing the ladies, and Kaori chases after him with a giant anti-ecchi hammer. (Source: ANN)",シティーハンター3,https://image.tmdb.org/t/p/w500/sxn56IEAsAxnaNYEMGCfIP0aNkT.jpg
47,171,Strange Dawn,6.35,"Adventure, Drama, Fantasy","Yuko and Eri are two normal girls who are sucked into the alternate world filled with tiny people. The people of this mysterious world sees them as their ""Great Protectors"" who can protect their land in a time of strife. The two girls set out on a mission with a group of warriors from the village to find out how they were brought here and how might they return home. However, there is a war brewing and these two Great Protectors are the political tool that every faction lusts for to rally the people to their side. (Source: ANN)",ストレンジ・ドーン,https://image.tmdb.org/t/p/w500/7Cf2NS9oH1VpH23NyWR4J7WIOv9.jpg
48,30667,Youshi Kei: Mou Hitotsu no Nijiiro Toshi,4.94,Dementia,Film by Tanaami Keiichi.,幼視景（もう一つの虹色都市）,https://image.tmdb.org/t/p/w500/bs4Ymx0Mxwv5jydfo7USkrJOskR.jpg
49,13055,Sankarea OVA,7.25,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural","Two OVA episodes are bundled as DVDs with each of volumes 6 and 7 of the manga. The first OVA is a prequel story written by the manga's author. Before the beginning of the main story, Rea and Chihiro have already met at a certain place: an outdoor hot-spring bath. The second OVA takes place after the series (effectively episode 14). The Furuya family finds a mysterious young girl hiding under the household temple.",さんかれあ,https://image.tmdb.org/t/p/w500/6Uf3Gw96gyLC4DAa1UMsEE5m5cI.jpg
50,6276,Umezu Kazuo no Noroi,6.15,Horror,"""Do not toy with the supernatural."" Two stories of the consequences that descend upon humans who venture beyond the safe confines of their ordinary worlds. When a gorgeous girl named Rima transfers into Masami's class, she's not only jealous, but also deathly frightened of her. While the boys in class are tripping all over themselves to get to Rima, Masami's having nightmares of a ghastly visitor and finding scars on her body come morning. She asks a friend to help her get evidence to confirm her suspicions about the new girl. But if a picture is worth a thousand words, a video must be worth far more. The truth can set you free, but it can also be more terrifying than anything you can imagine. Shy Miko and her more outgoing friend Nanako are enjoying their summer vacation, trying to make the most of their youth. But when horror-movie marathons just aren't thrilling enough, Nanako sets her eyes on a new target: an abandoned mansion at the edge of town, said to be haunted. With two other friends in tow, a reluctant Miko and a gung-ho Nanako enter the mansion. Soon, everything that can go wrong starts going wrong. Only luck or a miracle will allow them manage to escape the mansion with their lives, their sanity, and even their sense of reality. (Source: Hanako)",楳図かずおの呪い,https://image.tmdb.org/t/p/w500/5VPT2owbaHTprcMbPN8ZykeiyUw.jpg
